"Fisktegund";"Löndunarhöfn";"2024 Alls";"2024 janúar";"2024 febrúar";"2024 mars";"2024 apríl";"2024 maí";"2024 júní";"2024 júlí";"2024 ágúst";"2024 september";"2024 október";"2024 nóvember";"2024 desember";"2023 Alls";"2023 janúar";"2023 febrúar";"2023 mars";"2023 apríl";"2023 maí";"2023 júní";"2023 júlí";"2023 ágúst";"2023 september";"2023 október";"2023 nóvember";"2023 desember";"2022 Alls";"2022 janúar";"2022 febrúar";"2022 mars";"2022 apríl";"2022 maí";"2022 júní";"2022 júlí";"2022 ágúst";"2022 september";"2022 október";"2022 nóvember";"2022 desember";"2021 Alls";"2021 janúar";"2021 febrúar";"2021 mars";"2021 apríl";"2021 maí";"2021 júní";"2021 júlí";"2021 ágúst";"2021 september";"2021 október";"2021 nóvember";"2021 desember";"2020 Alls";"2020 janúar";"2020 febrúar";"2020 mars";"2020 apríl";"2020 maí";"2020 júní";"2020 júlí";"2020 ágúst";"2020 september";"2020 október";"2020 nóvember";"2020 desember";"2019 Alls";"2019 janúar";"2019 febrúar";"2019 mars";"2019 apríl";"2019 maí";"2019 júní";"2019 júlí";"2019 ágúst";"2019 september";"2019 október";"2019 nóvember";"2019 desember";"2018 Alls";"2018 janúar";"2018 febrúar";"2018 mars";"2018 apríl";"2018 maí";"2018 júní";"2018 júlí";"2018 ágúst";"2018 september";"2018 október";"2018 nóvember";"2018 desember";"2017 Alls";"2017 janúar";"2017 febrúar";"2017 mars";"2017 apríl";"2017 maí";"2017 júní";"2017 júlí";"2017 ágúst";"2017 september";"2017 október";"2017 nóvember";"2017 desember";"2016 Alls";"2016 janúar";"2016 febrúar";"2016 mars";"2016 apríl";"2016 maí";"2016 júní";"2016 júlí";"2016 ágúst";"2016 september";"2016 október";"2016 nóvember";"2016 desember";"2015 Alls";"2015 janúar";"2015 febrúar";"2015 mars";"2015 apríl";"2015 maí";"2015 júní";"2015 júlí";"2015 ágúst";"2015 september";"2015 október";"2015 nóvember";"2015 desember";"2014 Alls";"2014 janúar";"2014 febrúar";"2014 mars";"2014 apríl";"2014 maí";"2014 júní";"2014 júlí";"2014 ágúst";"2014 september";"2014 október";"2014 nóvember";"2014 desember";"2013 Alls";"2013 janúar";"2013 febrúar";"2013 mars";"2013 apríl";"2013 maí";"2013 júní";"2013 júlí";"2013 ágúst";"2013 september";"2013 október";"2013 nóvember";"2013 desember";"2012 Alls";"2012 janúar";"2012 febrúar";"2012 mars";"2012 apríl";"2012 maí";"2012 júní";"2012 júlí";"2012 ágúst";"2012 september";"2012 október";"2012 nóvember";"2012 desember";"2011 Alls";"2011 janúar";"2011 febrúar";"2011 mars";"2011 apríl";"2011 maí";"2011 júní";"2011 júlí";"2011 ágúst";"2011 september";"2011 október";"2011 nóvember";"2011 desember";"2010 Alls";"2010 janúar";"2010 febrúar";"2010 mars";"2010 apríl";"2010 maí";"2010 júní";"2010 júlí";"2010 ágúst";"2010 september";"2010 október";"2010 nóvember";"2010 desember"
"Ufsi";"Eskifjörður";13665;1090;..;6885;..;..;..;..;708;1715;1478;892;897;19424;..;1772;..;..;5;..;..;..;3669;7149;2864;3965;113782;789;653;3722;..;8413;..;7;..;0;21240;49484;29474;60294;5137;28275;..;..;..;..;21519;38;6;1052;2689;1578;151093;18663;2678;748;3936;..;..;27234;1307;42609;40703;11146;2069;148080;651;162;225;..;..;34074;29;19009;15838;30350;38498;9244;253312;781;4351;53092;..;15;19;159;1753;30415;31772;78041;52914;166501;..;..;67623;..;..;94;32;60028;3728;20348;14648;..;848956;234829;117989;5882;..;1118;27;131445;210329;122363;22385;2587;2;296190;11739;85821;20022;..;10926;10;174;8860;62890;89652;4826;1270;248042;3704;8657;117;129;683;808;199;813;111826;65076;35376;20654;156488;4157;71;507;121510;7460;..;76;602;397;12961;5268;3479;150865;77960;1101;20406;..;12;5959;2711;267;6564;5375;30510;..;42809;7732;957;..;..;6855;66;166;71;9176;12164;5605;17;229687;61461;43309;8826;11017;4056;148;14;7;287;93144;7418;..
"Ufsi";"Fáskrúðsfjörður";807307;63096;125337;30346;89250;152692;34081;55335;11787;24743;37701;39792;143147;1050120;117072;61104;21024;84840;324637;54858;90799;..;38094;29324;166301;62067;1263192;37551;75893;7908;121778;187341;68218;157550;164031;109379;172661;78904;81978;1463251;41658;101133;1762;10580;336023;193282;159402;85547;108241;23558;156194;245871;985418;37920;10517;2793;206134;251657;122879;175052;92333;43330;20167;13220;9416;1331889;137903;13111;23449;103452;121471;388566;117112;..;32159;15083;156711;222872;1209090;34789;11989;8;94557;181484;154305;214299;203620;218452;979;81873;12735;513552;..;19528;21910;47023;30112;67330;86445;94293;6767;39656;27126;73362;759630;41416;8532;4837;36798;235347;130526;224841;..;2;7157;37895;32279;858613;35306;4;3623;265605;128043;221271;61966;144;1970;49761;66660;24260;1324530;6212;46174;39695;315010;210303;443575;113132;29;99997;709;39507;10187;732352;121637;41548;6701;124126;96452;107003;79439;75;49686;94980;3843;6862;1071046;183384;9894;22996;174665;136672;64855;20;7;191722;162847;39297;84687;944717;125479;35307;22109;187519;221549;52132;1317;1064;56807;169269;31181;40984;682747;56983;19338;4087;84080;101115;66848;22864;53588;94011;65661;37526;76646
"Ufsi";"Flateyri";16518;..;..;..;..;731;580;3439;9191;2577;..;..;..;16146;..;..;..;61;122;1923;3606;8275;2149;10;..;..;40502;1805;504;..;14642;10033;2365;8544;2107;502;..;..;..;29620;..;670;1273;..;2702;2036;5869;13871;2338;48;..;813;27915;..;..;..;..;11205;3836;5869;4828;539;98;365;1175;40786;..;..;..;..;88;1740;6364;6662;25725;149;58;..;15817;4;..;..;95;794;2525;6544;5766;34;..;44;11;30760;30;..;..;..;1811;5471;14120;8505;568;94;121;40;27777;41;106;..;67;947;2188;5923;9308;7929;517;476;275;24515;10;0;..;..;538;6408;3910;6568;4173;2463;253;192;32120;11;..;4;..;6330;4993;7744;10896;1314;139;674;15;36143;..;6;..;1;3495;11044;8149;7291;1096;1068;2410;1583;14372;34;..;..;10;1982;3197;4474;4465;203;7;..;..;15459;6;..;1590;11;10;2091;6768;4653;266;..;..;64;490;..;..;..;..;..;20;451;4;15;..;..;..
"Ufsi";"Gjögur";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;604;..;..;..;..;..;293;248;63;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"Ufsi";"Grenivík";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;370;..;..;..;321;49;..;..;..;..;..;..;..;86;..;..;81;5;..;..;..;..;..;..;..;..;0;..;..;0;..;..;..;..;..;..;..;..;..;6;..;..;6;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;14;..;..;..;14;..;..;..;..;..;..;..;..;45;..;..;32;13;..;..;..;..;..;..;..;..;1473;..;..;548;370;..;..;..;..;555;..;..;..;4821;..;..;7;77;..;..;..;..;..;..;4737;..;19128;..;1558;..;..;2902;..;..;..;..;..;14668;..;7785;..;..;1478;1071;390;4846;..;..;..;..;..;..;6992;427;1012;283;1587;1662;1177;653;189;2;..;..;..
"Ufsi";"Grímsey";290140;52149;35450;27187;3133;3200;10514;19384;17812;9959;44100;47200;20052;583182;34290;70929;20811;122546;28624;25178;33331;52144;6896;67865;64430;56138;919477;34119;41490;57838;24168;131048;61991;102263;75798;43966;93934;84943;167919;872914;75357;190139;7428;36949;113482;57041;55843;15128;50479;99099;85371;86598;727552;18276;34251;7310;3501;9158;32824;132693;69853;35944;183741;153128;46873;525199;37774;20625;17167;79939;37338;95919;75944;16504;25306;26320;86475;5888;147754;23456;15542;126;35114;12101;8836;5664;9142;12197;4914;15676;4986;169579;29782;6241;3786;724;16345;15995;5458;17863;3033;13381;29859;27112;295146;40860;31310;9294;30679;57383;16096;45861;15669;1816;3823;24529;17826;311482;9549;1060;1764;9313;84365;59274;95794;25663;16718;3059;4768;155;327255;25927;24132;29415;64403;59314;26928;40620;22170;2022;16224;14632;1468;210691;14458;23675;8283;2186;5521;29013;43419;53262;10168;6387;6111;8208;492418;47036;45369;11099;37049;61812;72745;68504;66596;23526;33731;13114;11837;482482;20955;21727;9964;30930;62210;79118;130127;70069;47175;2119;2861;5227;490372;6366;3034;12486;10656;70620;104537;63455;40762;31887;23965;63041;59563
"Ufsi";"Grindavík";1866666;11159;985;31467;389041;40222;9962;170967;177305;75079;570467;81400;308612;3082333;272276;242708;725045;450377;287448;404075;114738;245827;138186;181627;17997;2029;5411394;103285;638721;659608;809387;592612;248517;120207;623763;650957;361345;330770;272222;6621835;424435;517769;845974;677675;831154;420264;390669;694886;419738;819208;258621;321442;4215659;200282;379386;295696;581792;122332;567249;129710;731899;185496;462402;366641;192774;5721329;919082;340574;315342;558955;663396;625668;521810;395199;178878;329081;380327;493017;5412369;557722;277848;355064;619384;506740;387518;586058;74090;427884;753131;843794;23136;5083158;5940;209532;688478;759609;972626;163688;462038;187192;218607;187485;863909;364054;3199852;280185;313696;299906;455017;698277;119289;178848;124743;247150;9464;204970;268307;5480541;785734;185052;307613;827291;760288;737536;314303;135176;415798;332295;424972;254483;4351819;456442;343883;436640;279075;543820;219542;60552;168618;371346;595892;511304;364705;7522412;270184;499883;659060;1111627;724289;252999;608473;95220;1758273;725167;338176;479061;4123811;494154;232216;265262;355722;532981;345482;174863;137882;314870;402398;487576;380405;4763673;241147;183003;185616;364689;590392;562136;383143;151622;173774;544452;686283;697416;5671844;409998;443493;365175;390165;337147;258972;439805;1015073;550065;543410;250726;667815
"Ufsi";"Grundarfjörður";1093844;57846;156563;188171;87917;139026;84100;18747;101336;69050;115818;54479;20791;1070984;24417;20328;129111;63435;151226;104474;2245;165398;145646;151886;69628;43190;3005335;130138;155352;528815;492809;406936;151637;8147;264911;273183;313064;164909;115434;2396950;89981;90721;502101;267993;204389;181859;65866;138837;120403;262571;351092;121137;2363868;88323;71998;654895;271793;317119;307507;7064;132749;158043;179211;140876;34290;1468113;27949;20917;263043;210497;127964;152667;134635;54810;97716;275025;62962;39928;1530822;78891;68140;154737;230408;99627;232365;56350;166645;208086;120100;57110;58363;690732;9;5160;62577;94171;118175;30057;10609;148090;66793;66111;63864;25116;990625;88994;44592;26139;107737;129170;209977;55017;179428;48931;42636;38548;19456;839302;52426;19433;22005;55736;141367;95653;44301;116768;70375;63468;89007;68763;923619;21667;38287;55753;97731;78505;28640;53093;211721;180843;50735;69533;37111;912891;78899;68056;80051;95602;74081;21540;42263;180176;90551;72790;84953;23929;795843;6177;49295;93931;93031;73098;59130;10035;168250;97049;56757;52984;36106;795496;18386;65948;208140;69427;63239;11700;25270;93152;87616;66317;61496;24805;656211;12917;31422;116578;154187;68620;13303;19320;33438;83923;54892;25825;41786
"Ufsi";"Hafnarfjörður";3645212;435163;329689;526226;474893;733854;230204;136890;172407;125138;108131;91127;281490;4214231;300179;255567;1085169;343084;101887;20163;1771;394073;129568;428452;709142;445176;5765006;21933;294841;1018082;1486227;1226060;58278;523627;272006;394478;129660;293475;46339;3240800;88639;125128;866994;500141;805565;459957;2475;82843;58;270665;10725;27610;3693333;170151;184817;424116;386702;457068;540285;235378;794708;877;175374;272778;51079;4044289;219568;71070;406844;572867;647167;1006;606;891699;376503;237850;335814;283295;6269609;408124;422057;522623;897314;808545;442066;479270;900055;124904;676058;300341;288252;4242235;137;2825;130497;1171438;185536;833225;233780;392062;174405;251279;200830;666221;3733187;81689;248570;344958;915;178322;566445;960789;427141;93579;350524;255441;224814;2560219;131;188070;341538;166794;361536;102616;667656;157949;166194;147460;138750;121525;1460306;293964;200519;476769;190544;235117;59412;882;297;524;419;..;1859;4852525;117675;252551;132344;336100;811483;25395;425017;800;1409277;543182;437829;360872;2724874;52725;254521;13454;78254;414606;502543;227592;782;220973;216674;316024;426726;2095172;80408;133305;6187;119011;389373;289111;165527;202630;980;370260;192578;145802;2936148;259727;24988;363893;13494;169778;406646;239107;642246;120764;192849;239216;263440
"Ufsi";"Haganesvík";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"Ufsi";"Hauganes";33;..;..;..;..;33;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;76;..;..;..;..;..;12;64;..;..;..;..;..;118;..;..;..;..;63;..;..;55;..;..;..;..;732;..;..;140;..;4;263;229;96;..;..;..;..;428;..;..;..;..;..;115;241;72;..;..;..;..;303;..;..;194;29;..;..;0;80;..;..;..;..;232;..;..;..;27;40;..;..;129;36;..;..;..;504;..;..;67;..;54;27;130;134;..;92;..;..;310;..;..;..;..;4;143;25;15;56;39;28;..;749;..;109;32;..;35;15;342;35;43;66;72;..;749;..;..;46;..;120;293;128;132;..;30;..;..;11608;..;254;38;10;293;47;613;936;4256;2974;1766;421;32807;..;..;10;46;47;86;427;211;76;18014;13730;160;19536;36;103;45;514;1048;6;1391;295;1721;8247;4892;1238
"Ufsi";"Haukabergsvaðall";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;13;..;..;..;..;..;..;13;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"Ufsi";"Hofsós";225;..;..;..;17;88;11;15;88;6;..;..;..;236;..;..;..;..;..;60;159;17;..;..;..;..;1270;..;..;..;..;88;1036;146;0;..;..;..;..;389;..;..;..;..;..;79;265;45;..;..;..;..;3044;..;..;..;..;523;470;1473;425;153;..;..;..;9488;..;..;..;19;10;750;6126;2340;..;243;..;..;3027;0;..;..;4;39;136;1164;1419;265;..;..;..;8154;2;1;..;10;618;2214;2675;1489;36;1007;102;..;13607;4;..;60;31;2058;3565;5637;2005;129;56;62;..;13026;..;..;95;12;487;6714;3678;1065;632;333;10;..;11302;9;..;17;37;635;4761;4584;1211;..;..;48;..;6637;5;23;..;9;570;2213;2164;1145;296;81;131;..;19820;..;..;38;92;584;3270;2442;7551;4829;970;..;44;34972;..;..;8;265;576;5673;12781;10306;5308;4;46;5;26508;34;4;2;562;1862;9712;8998;5093;189;8;37;7
"Ufsi";"Hólmavík";6206;..;..;48;37;1339;401;1842;1061;1466;12;..;..;32166;..;..;..;52;26;694;3192;26253;1905;..;44;..;75061;69;..;..;1616;2155;2281;1884;52760;14268;28;..;..;26742;..;72;99;328;1596;2426;3754;8653;8440;1374;..;..;6717;..;..;..;..;100;379;1312;4896;30;..;..;..;14994;214;11;127;12;280;3495;2785;648;7386;36;..;..;9667;30;279;20;371;212;1598;341;3661;1569;969;617;..;9283;71;115;152;39;1818;1024;234;383;5280;147;20;..;16495;49;..;..;35;4079;1761;2037;3451;4722;317;44;..;23406;2;..;..;92;10671;3423;1587;4049;2599;958;25;..;14708;481;12;1315;2287;823;1323;1353;2100;4916;73;..;25;22863;794;104;84;18;3250;4362;9965;2545;1385;309;45;2;131466;100;1003;1225;82;8693;12136;14687;87981;4123;98;153;1185;38754;23;..;10;..;1328;8592;9813;18661;245;8;74;..;16040;86;2;7;389;251;9768;1421;500;3578;4;7;27
"Ufsi";"Hornafjörður";921083;37130;69977;103024;78773;82237;116574;95936;92820;149768;21614;23759;49471;1083872;21732;20950;4787;45147;95839;190076;257721;168380;87877;73485;59465;58413;1225719;34494;32439;15287;89340;87132;184270;334502;108270;219245;55044;31648;34048;1076181;40920;27884;29118;42438;37160;164914;232837;71050;121813;178015;99327;30705;1152253;14717;85368;23893;56816;40244;77332;240058;131570;174823;194387;83741;29304;895725;95609;1315;14826;34062;38717;65327;149205;147156;87380;141559;109363;11206;726819;92121;62378;20986;70062;31665;20798;55266;76088;50681;120782;78202;47790;863180;224;1890;43403;40999;55761;34991;39321;67441;26891;218362;232106;101791;937127;20215;2804;46362;72558;48753;95276;43658;42627;40718;294077;181651;48428;969434;86378;22166;109153;31860;81791;102240;100853;36720;86551;35202;165672;110848;1104337;58177;33523;15560;36486;181896;70833;102983;26807;301433;84378;180673;11588;1571071;25583;21472;10999;101568;139211;217749;149977;49931;395341;131757;223030;104453;1497321;24471;63974;274711;65065;96598;199978;126932;31863;236701;156512;206401;14115;1277534;23079;68232;166457;36097;55419;106023;245832;175280;25887;101098;241782;32348;1101812;23473;29702;100678;37539;53609;158376;183433;83379;36100;130000;190717;74806
"Ufsi";"Hrísey";412;10;..;..;..;..;..;4;128;198;55;17;..;199;..;..;..;..;14;16;20;..;40;47;62;..;509;4;..;..;..;133;143;13;..;21;..;38;157;8719;..;7;..;..;147;1036;4879;1751;714;30;53;102;24;..;12;..;..;12;..;..;..;..;..;..;..;22961;..;..;..;..;..;8147;..;..;12784;89;1939;2;84212;5659;1946;33795;29814;11632;..;..;..;1366;..;..;..;30226;68;71;14;8;63;156;6;160;1423;3885;7710;16662;2503;98;5;22;406;220;182;..;310;543;176;353;188;3348;132;93;8;4;442;467;..;474;837;395;247;249;1178;4;23;91;5;2;20;..;214;375;267;173;4;4355;61;22;15;19;114;1262;979;1041;167;248;299;128;3286;81;3;48;217;150;325;1132;1114;68;13;26;109;803;15;2;11;35;41;22;19;329;99;113;117;..;6880;73;36;116;37;132;350;5208;117;484;230;77;20
"Ufsi";"Húsavík";29152;1015;4257;5001;851;8525;3489;487;656;2162;2563;82;64;101043;76;79714;2238;406;5138;3858;1767;3252;2618;1121;487;368;100962;29194;20411;4328;862;7273;13554;11303;4211;6505;757;2222;342;34378;5;797;1287;119;6779;7005;9912;3688;2793;1832;68;93;31558;90;70;206;724;5139;4781;1042;10839;3952;4548;98;69;36953;78;774;1210;555;3262;16664;4183;5626;2701;1214;650;36;40834;86;1228;986;2440;4265;6073;5231;14432;898;2058;2976;161;10923;170;1288;415;920;1493;976;582;3178;783;1101;17;..;24944;80;938;945;1249;4013;4564;3543;5389;2944;1126;153;..;285369;294;59044;145865;12706;4776;23269;31733;1869;4514;894;394;11;67095;865;675;130;2472;11136;12582;29469;4466;1489;800;2679;332;214952;164363;554;198;2207;3806;8470;16803;5004;4808;6434;2096;209;601895;111399;23233;1030;1800;10330;25530;15167;13903;5441;174039;93417;126606;726019;2984;6013;5135;3224;12487;31577;64915;26369;38719;176332;197358;160906;736914;122549;7093;1561;9598;30920;73120;40857;35642;8686;174987;144270;87631
"Ufsi";"Hvammstangi";2895;..;..;..;..;..;..;301;1038;1542;14;..;..;3025;..;..;..;..;..;..;..;3011;..;14;..;..;2365;..;..;..;25;..;..;..;2340;..;..;..;..;4770;..;..;..;..;..;..;7;..;4548;215;..;..;15;..;..;..;..;..;..;15;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10;..;..;..;..;..;..;..;10;..;..;..;..;30;..;..;..;..;..;..;..;..;..;..;30;..;..;..;..;..;..;..;..;..;..;..;..;..;..;8;..;8;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;62;..;..;..;..;..;6;..;..;..;56;..;..;25;..;..;..;..;..;..;10;..;15;..;..;..;45;..;..;..;..;..;..;20;25;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"Ufsi";"Ísafjörður";1263218;56222;67984;28466;125146;160562;166899;46980;292023;116948;130175;52508;19305;1763046;185006;42243;93672;133379;82829;169175;195779;323961;91360;299598;82391;63653;2535990;184660;36690;56694;368584;258901;244848;101606;284564;212144;318936;275573;192790;3174005;153960;81649;48192;146170;304572;245924;178719;399954;197636;408873;437120;571236;2620493;220613;74093;64688;46409;150901;316587;391392;556028;184591;214482;250289;150420;3803407;242750;242106;32024;434806;234370;329931;541038;453262;317809;418090;165403;391818;2928751;256680;360733;203447;399246;83567;204407;280216;121257;141665;326542;268349;282642;2570742;..;3148;228963;379751;273454;235863;206598;527460;90397;204163;269660;151285;1776282;238723;116502;68914;110006;287162;357603;13904;82362;40826;122347;225977;111956;2261575;362210;367586;108046;33340;115268;147620;185031;322949;118956;91212;238454;170903;2643865;49202;27680;42997;220641;53064;394772;505093;292569;256805;322377;274852;203813;2242293;89185;16530;67466;545594;82960;104957;143913;122316;203511;396967;328698;140196;1534619;15221;10949;65163;69812;214676;138210;538751;47980;37016;104479;129958;162404;1179035;12502;7451;27431;184427;45283;224954;498954;13034;34386;11241;96875;22497;1199350;11793;2178;58539;52471;22871;172857;350767;341958;100152;38891;33937;12936
"Ufsi";"Keflavík";9565;722;52;77;481;3408;2847;1244;380;94;37;207;16;24387;1674;11862;5324;856;1828;84;..;724;1662;244;59;70;64937;10708;20743;3027;460;5023;..;..;11751;101;2802;1048;9274;148042;4492;9532;11189;71679;2147;11;547;591;1141;..;46075;638;131764;6297;17518;93459;3360;2924;6581;223;197;752;364;..;89;235389;6669;10907;45411;130873;2440;11135;150;801;162;1292;645;24904;196145;19392;74970;51539;1361;3778;5964;453;..;765;17187;2507;18229;197244;40;25058;15595;9655;81860;4844;9589;7418;3733;12137;15160;12155;199768;12615;36771;7376;39998;12297;545;30064;22664;2823;21952;8569;4094;240652;92163;23923;21490;17986;198;1514;11642;49631;9763;4208;4495;3639;247684;52902;47325;11734;8715;4077;572;387;1050;688;37808;76293;6133;216210;71339;34648;5021;288;3742;..;3638;89;866;41404;37726;17449;286070;48427;13547;37794;104601;4584;155;3922;6687;25376;4958;29241;6778;156301;17895;21437;16621;61189;937;2048;1018;472;321;2436;19000;12927;295142;17854;7084;11052;9427;2906;78976;31391;59930;61808;650;4307;9757
"Ufsi";"Kópasker";22279;..;..;12129;7905;1538;707;..;..;..;..;..;..;8850;..;..;90;304;4029;4208;..;219;..;..;..;..;20232;..;..;180;2386;6431;9995;964;276;..;..;..;..;16524;..;..;..;4127;4395;5082;1820;1053;..;27;..;20;13042;..;..;5024;4300;1636;1656;385;..;..;16;..;25;15961;..;106;3447;2800;8314;1257;..;..;..;23;14;..;10563;..;..;10001;..;418;144;..;..;..;..;..;..;2982;..;..;814;765;212;1191;..;..;..;..;..;..;12701;472;431;470;426;1928;4537;3559;878;..;..;..;..;29255;10;1778;4556;189;1657;8741;10217;2107;..;..;..;..;51850;2935;5912;2513;2158;6550;11404;16903;761;955;819;940;..;58690;4018;10864;2153;102;1120;3095;33098;2099;1105;480;326;230;30670;..;580;1989;98;435;12270;12059;1568;0;1671;..;..;10097;..;16;28;93;556;2939;4134;2331;..;..;..;..;38862;..;226;245;217;482;22062;7323;4052;4255;..;..;..
"Ufsi";"Kópavogur";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2;..;..;..;..;..;..;..;..;..;..;..;2;127;..;19;108;..;..;..;..;..;..;..;..;..;931;171;57;273;135;187;..;..;..;..;..;..;108;1662;74;306;195;692;395;..;..;..;..;..;..;..;9275;72;479;189;5068;3245;197;..;..;..;..;..;25;3087;10;10;..;4;1414;1410;155;40;15;13;16;..;993;44;51;85;123;578;4;12;42;..;..;..;54
"Ufsi";"Mjóifjörður";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;439;..;..;..;..;..;..;..;..;..;113;232;94;5;..;..;..;..;..;..;5;..;..;..;..;..;347;254;71;10;..;..;..;..;4;8;..;..;..;269;..;..;..;..;..;..;..;89;..;..;..;180;23;..;..;..;..;4;19;..;..;..;..;..;..;218;..;..;..;..;..;77;114;27;..;..;..;..;5;..;..;..;..;..;5;..;..;..;..;..;..
"Ufsi";"Neskaupstaður";2162216;134446;128892;7445;151094;278990;289;496050;371161;199260;68469;185234;140886;2007672;10;229083;136715;111103;173;105649;362080;438331;105619;188468;48916;281525;1575339;52;130900;9048;68013;103897;175924;128453;221304;50068;243717;346718;97245;1896225;41028;72496;239226;83229;16288;143220;126318;708031;156390;245863;57027;7109;1898294;4782;161038;110257;175320;59158;210969;165461;432291;264626;148552;51886;113954;2575634;..;119167;135423;21334;521746;40699;297789;473594;34099;281516;575691;74576;1750294;43333;21;274731;662;62;95745;327673;199560;35999;254835;107110;410563;2164274;..;1555;21019;30371;406252;53889;74225;426523;63790;207033;670753;208864;1232143;194965;158792;90553;143876;109704;175500;207561;86832;726;30936;15866;16832;1522606;252725;71330;6668;231387;328669;64701;710;212912;65669;59039;186600;42196;1489010;86818;100433;43180;125899;319790;241569;29636;6350;131739;164679;82577;156340;1571550;94003;101325;45090;44771;41686;56483;3899;55927;542642;251409;178520;155795;1718542;30239;219009;34096;191050;145810;101127;3599;411563;101707;171311;209596;99435;2080872;224756;41979;97027;185919;522282;494849;67164;9699;78722;29565;139809;189101;2352915;189448;25032;62804;199228;647756;374050;259084;179655;37138;175841;65066;137813
